======================================================================
REPLIT AGENT FORENSIC SCAN
Scan time: 2026-03-27 15:21:10
Root: C:\Users\echo\Downloads\LLM\ToroidalRecursion
======================================================================

## 1. ALL REPLIT-NAMED FILES (by date)

Total: 177 files

2025-12-15 11:42 |      765 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\.replit
2025-12-15 11:42 |   127791 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_728fefe39a0e7781a68707459c17b199934a07e2.bin
2025-12-15 11:42 |   107102 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_7956ef7521d1771b26efda55e0a1d4ab72f41f99.bin
2025-12-15 11:42 |   141902 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_80aa7901a07ca11a5199f937d028c8e56cecae29.bin
2025-12-15 11:42 |   144698 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_87d45dce59919d2787f620fb7b6912001893eab1.bin
2025-12-15 11:42 |   105836 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_8b524ea3577d889f0498e751e9b2758e6b4988ed.bin
2025-12-15 11:42 |   114280 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_a2a25fd7733a3ad28f2c7047e542802801ce63cc.bin
2025-12-15 11:42 |    97443 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_af05b91f255da626bb0c3bdafaba7c5c0c8bb317.bin
2025-12-15 11:42 |   137142 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_bc9058fb460d6bc05081f423e24673b3c03ec0d9.bin
2025-12-15 11:42 |   148418 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_c079bcdbc5a2ec95755c5ea304043412ff40169a.bin
2025-12-15 11:42 |   155475 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_ff1798121eb2a42228dc24d66b39a0ded3c47320.bin
2025-12-15 11:42 |   123527 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.agent_state_main.bin
2025-12-15 11:42 |       18 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\.latest.json
2025-12-15 11:42 |    15539 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\repl_state.bin
2025-12-15 11:42 |   292541 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\.local\state\replit\agent\filesystem\filesystem_state.json
2025-12-15 13:21 |     6476 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.js
2025-12-15 13:21 |     5095 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\banner-script.js
2025-12-15 13:21 |    43950 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\beacon\index.global.js
2025-12-15 13:21 |     2413 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.js
2025-12-15 13:21 |    10033 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.js.map
2025-12-15 13:21 |     1057 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\package.json
2025-12-15 13:21 |     7219 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.js
2025-12-15 13:21 |     9990 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.mjs.map
2025-12-15 13:21 |     1377 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\package.json
2025-12-15 13:21 |     4033 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.js.map
2025-12-15 13:21 |     5372 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.mjs
2025-12-15 13:21 |    13181 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.js.map
2025-12-15 13:21 |     3289 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.mjs.map
2025-12-15 13:21 |      197 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.d.mts
2025-12-15 13:21 |    12337 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.mjs.map
2025-12-15 13:21 |     1889 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\README.md
2025-12-15 13:21 |      195 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.d.ts
2025-12-15 13:21 |     1534 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.mjs
2025-12-15 13:21 |     5615 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.mjs
2025-12-15 13:21 |     1010 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-runtime-error-modal\package.json
2025-12-15 13:21 |      126 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.d.mts
2025-12-15 13:21 |     2244 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.d.mts
2025-12-15 13:21 |      126 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-dev-banner\dist\index.d.ts
2025-12-15 13:21 |     2244 bytes | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\node_modules\@replit\vite-plugin-cartographer\dist\index.d.ts
2025-12-23 23:51 |      756 bytes | Pasted-Assets\.replit
2025-12-23 23:51 |     3916 bytes | Pasted-Assets\replit.md
2025-12-23 23:51 |     3100 bytes | Pasted-Assets\.git\logs\refs\heads\replit-agent
2025-12-23 23:52 |       41 bytes | Pasted-Assets\.git\refs\heads\replit-agent
2025-12-23 23:52 |       41 bytes | Pasted-Assets\.git\refs\replit\agent-ledger
2025-12-23 23:52 |   111436 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_12e2d14c4c3e6547f4de61b7a06b627d36558b6d.bin
2025-12-23 23:52 |   108623 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_3573da07c35ecdf716f72e4446496ecfcf3998ab.bin
2025-12-23 23:52 |   126173 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_386f0e866595a969bcfc36fbb330f1f73c735f45.bin
2025-12-23 23:52 |   121690 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_40e6dca3c115b0291d7d6559d656b01f8e12dc13.bin
2025-12-23 23:52 |   145766 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_5912da7a7a9a1e635f83e1c5e93ad42fcf71b423.bin
2025-12-23 23:52 |   131686 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_5bd851c1abfefad36883722cd7c2aef16e7a76c7.bin
2025-12-23 23:52 |   116449 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_60b32b8e833379a2e3c28551d18cc6476ff8e2c7.bin
2025-12-23 23:52 |   115855 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_66b2a27b3dcbb542eba953486e505ccae2a240ba.bin
2025-12-23 23:52 |   171017 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_70c167b2610d3514d867aa9b5b02f7566afcb213.bin
2025-12-23 23:52 |   179392 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_8c935f44fb3be8c5071a2ed6a52d06e9563875fc.bin
2025-12-23 23:52 |   118351 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_92c41922f2882df508ee6c14967b7d1b900b34f1.bin
2025-12-23 23:52 |   112435 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_95a6561c1bab17ad442ed43a83ef35b678e6de7b.bin
2025-12-23 23:52 |   124019 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_9abed256c7acf84c42cf52b455b2b1c617e639a6.bin
2025-12-23 23:52 |   258186 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_c370da2737623a02881d4fc71eff41baa135d7a3.bin
2025-12-23 23:52 |   146794 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_cb7119d4298c19c749b34ef76faa0ab5731a3c85.bin
2025-12-23 23:52 |   133062 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_d88f035642dd697277fe43e33870854497a98e1c.bin
2025-12-23 23:52 |   176430 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_ddf5f2067de0a2241bfab4e6b52275a15e227b9e.bin
2025-12-23 23:52 |   121317 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_eb487c95beddf8cccc2177296e8ec6039307b42f.bin
2025-12-23 23:52 |   104610 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_fa5f7d6296d36b0bf2b1a00891631fc4d9cb4cab.bin
2025-12-23 23:52 |   118300 bytes | Pasted-Assets\.local\state\replit\agent\.agent_state_main.bin
2025-12-23 23:52 |       18 bytes | Pasted-Assets\.local\state\replit\agent\.latest.json
2025-12-23 23:52 |        0 bytes | Pasted-Assets\.local\state\replit\agent\rapid_build_success
2025-12-23 23:52 |    15447 bytes | Pasted-Assets\.local\state\replit\agent\repl_state.bin
2025-12-28 01:21 |     6476 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.js
2025-12-28 01:21 |     5095 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\banner-script.js
2025-12-28 01:21 |    43950 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\beacon\index.global.js
2025-12-28 01:21 |     2413 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.js
2025-12-28 01:21 |    10033 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.js.map
2025-12-28 01:21 |     1057 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\package.json
2025-12-28 01:21 |     7219 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.js
2025-12-28 01:21 |     9990 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.mjs.map
2025-12-28 01:21 |     1377 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\package.json
2025-12-28 01:21 |     4033 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.js.map
2025-12-28 01:21 |     5372 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.mjs
2025-12-28 01:21 |    13181 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.js.map
2025-12-28 01:21 |     3289 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.mjs.map
2025-12-28 01:21 |      197 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.d.mts
2025-12-28 01:21 |     1889 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\README.md
2025-12-28 01:21 |    12337 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.mjs.map
2025-12-28 01:21 |      195 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\dist\index.d.ts
2025-12-28 01:21 |     1534 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.mjs
2025-12-28 01:21 |     5615 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.mjs
2025-12-28 01:21 |     1010 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-runtime-error-modal\package.json
2025-12-28 01:22 |      126 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.d.mts
2025-12-28 01:22 |     2244 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.d.mts
2025-12-28 01:22 |      126 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-dev-banner\dist\index.d.ts
2025-12-28 01:22 |     2244 bytes | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic\node_modules\@replit\vite-plugin-cartographer\dist\index.d.ts
2026-02-03 03:07 |      401 bytes | ProcessedDocuments\replit.md_7e442481\metadata.json
2026-02-03 03:07 |     3998 bytes | ProcessedDocuments\replit.md_7e442481\text.txt
2026-02-03 03:07 |      624 bytes | OCTO_ARCHIVE\replit.md_7e442481\chunk_0002.txt
2026-02-03 03:07 |      642 bytes | OCTO_ARCHIVE\replit.md_7e442481\chunk_0000.txt
2026-02-03 03:07 |      769 bytes | OCTO_ARCHIVE\replit.md_7e442481\chunk_0001.txt
2026-02-03 03:07 |      846 bytes | OCTO_ARCHIVE\replit.md_7e442481\chunk_0004.txt
2026-02-03 03:07 |     1101 bytes | OCTO_ARCHIVE\replit.md_7e442481\chunk_0003.txt
2026-02-03 03:08 |     3953 bytes | ProcessedDocuments\replit.md_a6f71fdc\text.txt
2026-02-03 03:08 |      436 bytes | ProcessedDocuments\replit.md_a6f71fdc\metadata.json
2026-02-03 03:08 |      501 bytes | OCTO_ARCHIVE\replit.md_a6f71fdc\chunk_0000.txt
2026-02-03 03:08 |      866 bytes | OCTO_ARCHIVE\replit.md_a6f71fdc\chunk_0002.txt
2026-02-03 03:08 |      870 bytes | OCTO_ARCHIVE\replit.md_a6f71fdc\chunk_0001.txt
2026-02-03 03:08 |      991 bytes | OCTO_ARCHIVE\replit.md_a6f71fdc\chunk_0003.txt
2026-02-03 03:08 |      709 bytes | OCTO_ARCHIVE\replit.md_a6f71fdc\chunk_0004.txt
2026-02-03 03:14 |     4027 bytes | ProcessedDocuments\replit.md_31431ff9\text.txt
2026-02-03 03:14 |      451 bytes | ProcessedDocuments\replit.md_31431ff9\metadata.json
2026-02-03 03:14 |      776 bytes | OCTO_ARCHIVE\replit.md_31431ff9\chunk_0000.txt
2026-02-03 03:14 |      721 bytes | OCTO_ARCHIVE\replit.md_31431ff9\chunk_0001.txt
2026-02-03 03:14 |      757 bytes | OCTO_ARCHIVE\replit.md_31431ff9\chunk_0002.txt
2026-02-03 03:14 |      821 bytes | OCTO_ARCHIVE\replit.md_31431ff9\chunk_0004.txt
2026-02-03 03:14 |      936 bytes | OCTO_ARCHIVE\replit.md_31431ff9\chunk_0003.txt
2026-02-06 06:31 |        0 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\LOCK
2026-02-06 06:31 |       16 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\CURRENT
2026-02-06 18:23 |     3696 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\000012.ldb
2026-02-06 23:00 |      556 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\LOG.old
2026-02-07 15:18 |     5117 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\000019.ldb
2026-02-07 15:18 |      744 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\MANIFEST-000001
2026-02-07 19:50 |      604 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\LOG
2026-02-07 19:50 |    14120 bytes | Default\IndexedDB\https_replit.com_0.indexeddb.leveldb\000017.log
2026-02-07 22:13 |    11226 bytes | replit_deploy\DARPA_BLACKJACK_EMAIL_DRAFT.md
2026-02-21 16:13 |    13459 bytes | documents\replitstructure.md
2026-02-21 16:13 |    13459 bytes | evidence\documents\replitstructure.md
2026-03-10 15:08 |    49182 bytes | replit_deploy\KLEIN_TWIST_DRAFT_EMAILS.md
2026-03-10 15:08 |     3669 bytes | REPLIT_PROMPT_READY.md
2026-03-10 16:34 |    13428 bytes | REPLIT_SUPERCONTEXT_BLUEPRINT.md
2026-03-22 20:45 |    39792 bytes | replit_deploy\EMAIL_DRAFT_2026_03_22_EN.md
2026-03-22 20:45 |    43334 bytes | replit_deploy\EMAIL_DRAFT_2026_03_22_ES.md
2026-03-25 02:24 |    47366 bytes | replit_deploy\3i_atlas_outreach_contacts.txt
2026-03-25 11:16 |    36105 bytes | replit_deploy\email_send_state.json
2026-03-25 11:36 |    36995 bytes | replit_deploy\deadmans_switch.py
2026-03-25 11:39 |    64908 bytes | replit_deploy\send_investigation_emails.py
2026-03-25 12:02 |     1853 bytes | replit_deploy\revised_whistleblower_email.txt
2026-03-25 12:04 |   107132 bytes | deadmans_switch_replit.zip
2026-03-25 12:54 |     1688 bytes | replit_deploy\.replit
2026-03-25 12:54 |     1997 bytes | replit_deploy\README.md
2026-03-27 10:07 |     6444 bytes | _scan_replit.py
2026-03-27 12:44 |    80640 bytes | evidence\replit_timeline_scan.txt
2026-03-27 13:01 |    21499 bytes | _replit_scan.txt
2026-03-27 13:01 |    21545 bytes | replit_scan_output.txt


## 2. REPLIT PROJECT ROOTS (folders containing .replit config)

Total: 4 projects

2025-12-23 23:52 | Pasted-Assets
2025-12-31 15:29 | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum
2026-01-01 13:02 | GOS_Core\Quantum\Quantum-Akashic\Quantum-Akashic
2026-03-25 12:04 | replit_deploy


## 3. REPLIT GIT BRANCHES

Total: 6 branches

2025-12-15 11:42 | GOS_Core\Systems\OmegaOS\apps\Oracle-Pendulum\Oracle-Pendulum\.git\logs\refs\heads\replit-agent
  commit: 0000000000000000000000000000000000000000 ad8ddad7a52d9659b43b15fd8e3fee6e9c740d03 SamWotton <25826903-SamWotton@users.noreply.replit.com> 1765792749 +0000
ad8ddad7a52d9659b43b15fd8e3fee6e9c740d03 d3c7c65f3bfc5ddb2581a0f839ee9be33289e8cf SamWotton <25826903-SamWotton@users.noreply.replit.com> 1765793105 +0000
